Prospect ID,Firm Name,Website,Contact Page URL,Public Business Email,Secondary Public Email,Phone Number,City,State,Practice Area,Decision Maker Name,Decision Maker Title,Decision Maker LinkedIn URL,Firm LinkedIn URL,Estimated Firm Size,Founder-Led Signal,Main Pain Signal,Authority Score,Pain Score,Payment Capacity Score,Ease of Entry Score,Total Score,Tier,Personalization Observation,Outreach Angle,Evidence / Source Notes,Public Source URL for Email,Status
TX-IMM-02452,Department of Justice,,,,,+210-384-7100,San Antonio,Texas,"Criminal, Immigration",Christina Laura Playton,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'Department of Justice', size 'Over 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02453,Global Immigration Associates P.C,,,,,+--,San Antonio,Texas,"International, Immigration",Caroline Mary Island,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'Global Immigration Associates P.C', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02454,Good Advice Law,http://goodadvicelaw.com/,http://goodadvicelaw.com/,,,+503-492-4229,San Antonio,Texas,"Administrative and Public, Alternative Dispute Resolution, Bankruptcy, Creditor-Debtor, Government/Administrative, Immigration",Nathan Michael Begley,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'Good Advice Law', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at http://goodadvicelaw.com/.",,exclude
TX-IMM-02455,Immigrant Legal Defense,,,,,+510-221-6813,San Antonio,Texas,Immigration,Hudson Robert Kyle,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'Immigrant Legal Defense', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02456,Immigrant Legal Resource Center,,,,,+--,San Antonio,Texas,Immigration,Priscilla Marie Olivarez,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Public Interest Lawyer. Excluded: firm size 25 to 40. Texas Bar detail: firm 'Immigrant Legal Resource Center', size '25 to 40', occupation 'Public Interest Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02457,Justice Action Center,https://justiceactioncenter.org/,https://justiceactioncenter.org/,,,+--,San Antonio,Texas,"Immigration, Appellate: Civil, Civil Rights",Brandon Christian Galli-Graves,Attorney at Law,http://www.linkedin.com/in/brandon-galli-graves,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Public Interest Lawyer. Texas Bar detail: firm 'Justice Action Center', size 'None Specified', occupation 'Public Interest Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at https://justiceactioncenter.org/.",,exclude
TX-IMM-02458,"Naval Sea Systems Command, Office of Counsel, Washington Navy Yard, DC",,,,,+202-781-4219,San Antonio,Texas,"Government/Administrative, Health Care, Immigration",Veronique Nicole DeRouselle,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'Naval Sea Systems Command, Office of Counsel, Washington Navy Yard, DC', size 'Over 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02459,None Reported By Attorney,,,,,+--,San Antonio,Texas,Immigration,Bessie Analya Munoz Castillo,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02460,None Reported By Attorney,,,,,+--,San Antonio,Texas,"Criminal, Immigration",Clay N. Martin,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Full-Time Judge. Texas Bar detail: firm 'None Reported By Attorney', size 'Over 200', occupation 'Full-Time Judge', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02461,None Reported By Attorney,,,,,+--,San Antonio,Texas,"Government/Administrative, Immigration",Craig A. Harlow,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Full-Time Judge. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'Full-Time Judge', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02462,None Reported By Attorney,https://www.law.umich.edu/clinical/humantraffickingclinicalprogram/Pages/humantraffickingclinic.aspx,https://www.law.umich.edu/clinical/humantraffickingclinicalprogram/Pages/humantraffickingclinic.aspx,,,+--,San Antonio,Texas,"Administrative and Public, Immigration, Juvenile",Danielle Nicole Kalil,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Public Interest Lawyer. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'Public Interest Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at https://www.law.umich.edu/clinical/humantraffickingclinicalprogram/Pages/humantraffickingclinic.aspx.",,exclude
TX-IMM-02463,None Reported By Attorney,,,,,+210-386-8840,San Antonio,Texas,"Business, Labor-Employment, Immigration, Securities Law",David Russell Margrave,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02464,None Reported By Attorney,,,,,+915-546-2059,San Antonio,Texas,"Criminal, Government/Administrative, Taxation, Immigration",Flerida Ruth Ceguerra Zabala,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Excluded: firm size 25 to 40. Texas Bar detail: firm 'None Reported By Attorney', size '25 to 40', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02465,None Reported By Attorney,,,,,+--,San Antonio,Texas,"Government/Administrative, Law Office Management, Immigration",Gary L. Anderson,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'None Reported By Attorney', size '101 to 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02466,None Reported By Attorney,,,,,+--,San Antonio,Texas,Immigration,Glenn Patrick McPhaul,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Retired. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'Retired', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02467,None Reported By Attorney,,,,,+--,San Antonio,Texas,Immigration,Jo Ann McLane,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'None Reported By Attorney', size 'Over 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02468,None Reported By Attorney,,,,,+--,San Antonio,Texas,Immigration,Kabina Laeticia Mukala,Attorney at Law,http://www.linkedin.com/pub/k-laeticia-mukala/5b/70/41a,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Excluded: firm size 11 to 24. Texas Bar detail: firm 'None Reported By Attorney', size '11 to 24', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02469,None Reported By Attorney,http://ild.org/,http://ild.org/,,,+--,San Antonio,Texas,"Administrative and Public, Government/Administrative, Immigration",Manoj Gorantla Govindaiah,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at http://ild.org/.",,exclude
TX-IMM-02470,None Reported By Attorney,,,,,+--,San Antonio,Texas,"Government/Administrative, Immigration",Stacey Alden Esterak,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'None Reported By Attorney', size 'None Specified', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02471,None Reported By Attorney,,,,,+--,San Antonio,Texas,Immigration,Veronica Marie Segovia,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'None Reported By Attorney', size '101 to 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02472,Pulman LeFlore Pullen Reed LLP,,,,,+210-222-9494,San Antonio,Texas,"Bankruptcy, Family, Immigration",Kerry S. Alleyne Simmons,Attorney at Law,http://www.linkedin.com/in/kerry-alleyne-ba0411216,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Texas Bar detail: firm 'Pulman LeFlore Pullen Reed LLP', size 'None Specified', occupation 'Private Law Practice', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,review_needed
TX-IMM-02473,RAICES,,,,,+210-469-4042,San Antonio,Texas,Immigration,Javier O. Hidalgo,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is None Specified. Texas Bar detail: firm 'RAICES', size 'None Specified', occupation 'None Specified', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02474,Retired,,,,,+--,San Antonio,Texas,Immigration,Gregory James Ball,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Retired. Texas Bar detail: firm 'Retired', size 'None Specified', occupation 'Retired', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02475,TCRP,,,,,+--,San Antonio,Texas,"Litigation: Personal Injury, Immigration",Tamara F. Goodlette,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Public Interest Lawyer. Texas Bar detail: firm 'TCRP', size '101 to 200', occupation 'Public Interest Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02476,Texas Senate,,,,,+--,San Antonio,Texas,"Government/Administrative, Immigration",Pearl Denisse Cruz,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'Texas Senate', size 'None Specified', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02477,U.S. Customs and Border Protection,,,,,+210-429-5491,San Antonio,Texas,"Government/Administrative, Immigration",Justin Maughan Crofts,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'U.S. Customs and Border Protection', size 'None Specified', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02478,U.S. Department Of Homeland Security - ICE,,,,,+210-979-4507,San Antonio,Texas,"Government/Administrative, Immigration",Katrina Ann Marie Ordonio Florez,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'U.S. Department Of Homeland Security - ICE', size 'Over 200', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02479,U.S. Department of Justice,http://www.justice.gov/eoir,http://www.justice.gov/eoir,,,+210-230-9505,San Antonio,Texas,Immigration,Eric Julian Tijerina,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Full-Time Judge. Excluded: website domain justice.gov is not a boutique law-firm domain. Texas Bar detail: firm 'U.S. Department of Justice', size 'None Specified', occupation 'Full-Time Judge', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at http://www.justice.gov/eoir.",,exclude
TX-IMM-02480,U.S. District Court-Western District,,,,,+210-244-2899,San Antonio,Texas,"Criminal, Government/Administrative, Litigation: Personal Injury, Immigration, Civil Rights",M. Magdalena Lopez,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Excluded: firm size 11 to 24. Texas Bar detail: firm 'U.S. District Court-Western District', size '11 to 24', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02481,United States Attorney's Office for the Western District of Texas,,,,,+210-384-7026,San Antonio,Texas,"Criminal, Government/Administrative, International, Immigration, Social Security Law, Appellate: Criminal",Fidel Esparza III,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Texas Bar detail: firm 'United States Attorney's Office for the Western District of Texas', size 'None Specified', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02482,United States Department of Justice - Executive Office of Immigration Review,https://www.justice.gov/eoir/san-antonio-immigration-court,https://www.justice.gov/eoir/san-antonio-immigration-court,,,+210-208-9122,San Antonio,Texas,Immigration,Rifian Shanu Newaz,Attorney at Law,http://www.linkedin.com/in/rifi-newaz/,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: firm size 11 to 24. Excluded: website domain justice.gov is not a boutique law-firm domain. Texas Bar detail: firm 'United States Department of Justice - Executive Office of Immigration Review', size '11 to 24', occupation 'Private Law Practice', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter. No public website email found; contact route available at https://www.justice.gov/eoir/san-antonio-immigration-court.",,exclude
TX-IMM-02483,"United States District Court - Western District of Texas, San Antonio Division",,,,,+210-244-5030,San Antonio,Texas,"Criminal, Immigration, Appellate: Civil, Appellate: Criminal, Civil Rights",Karen R. Vowell,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,11+,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Government Lawyer. Excluded: firm size 11 to 24. Texas Bar detail: board certified in Civil Appellate Law. Texas Bar detail: firm 'United States District Court - Western District of Texas, San Antonio Division', size '11 to 24', occupation 'Government Lawyer', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02484,United States Immigration Judge -- Executive Office for Immigration Review,,,,,+210-368-5700,San Antonio,Texas,Immigration,Stuart Douglas Alcorn,Attorney at Law,https://www.linkedin.com/company/state-bar-of-texas,,unknown,unclear,repetitive client communication,1,1,1,1,4,Tier C,,,"Excluded: occupation is Full-Time Judge. Texas Bar detail: firm 'United States Immigration Judge -- Executive Office for Immigration Review', size 'None Specified', occupation 'Full-Time Judge', city 'San Antonio'. Official site crawl skipped after Texas Bar pre-filter.",,exclude
TX-IMM-02485,Bustos Law Firm P.C.,http://www.bustoslawfirm.com/,http://www.bustoslawfirm.com/,fbustos@bustoslawfirm.com,profile@lawyers.com,+806-780-3800,Lubbock,Texas,"Immigration, Non-Profits",Alex Manuel Bustos,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Lubbock immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Bustos Law Firm P.C.', size '2 to 5', occupation 'Private Law Practice', city 'Lubbock'. Website CTA signals: consultation CTA, spanish-language positioning. Website sub-practice signals: visa, removal. Public website email found on http://www.bustoslawfirm.com/.",http://www.bustoslawfirm.com/,ready_outreach
TX-IMM-02486,"Cook Law Offices, PC",http://www.thecooklawfirm.com/,http://www.thecooklawfirm.com/Contact-Us,cooklaw2@aol.com,,+903-792-7283,Texarkana,Texas,"Business, Consumer, Criminal, Family, Insurance, Intellectual Property, Litigation: Commercial, Litigation: Personal Injury, Real Estate, Wills-Trusts-Probate, Entertainment, Immigration, Juvenile, Social Security Law, Finance",Danny Joe Cook,Principal Attorney,http://www.linkedin.com/pub/danny-cook/25/a58/18,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Texarkana immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Cook Law Offices, PC', size '2 to 5', occupation 'Private Law Practice', city 'Texarkana'. Website CTA signals: consultation CTA. Public website email found on http://www.thecooklawfirm.com/.",http://www.thecooklawfirm.com/,ready_outreach
TX-IMM-02487,"Debra Rodriguez, P.C.",http://www.debrarodriguez.com/,https://www.debrarodriguez.com/contact-us,info@debrarodriguez.com,,+361-883-8900,Corpus Christi,Texas,Immigration,Debra Marti Rodriguez,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Corpus Christi immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Debra Rodriguez, P.C.', size '2 to 5', occupation 'Private Law Practice', city 'Corpus Christi'. Website CTA signals: schedule consultation, consultation CTA. Website sub-practice signals: deport, removal, naturalization, citizenship. Public website email found on http://www.debrarodriguez.com/.",http://www.debrarodriguez.com/,ready_outreach
TX-IMM-02488,"Felipe D.J. Millan, P.C.",http://www.felipemillan.com/,https://felipemillan.com/contact-us,info@felipemillan.com,clientinquiries@felipemillan.com,+915-566-9977,El Paso,Texas,"Criminal, Immigration",Felipe D. Millan,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led El Paso immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Felipe D.J. Millan, P.C.', size '2 to 5', occupation 'Private Law Practice', city 'El Paso'. Website CTA signals: schedule consultation, consultation CTA, free consultation. Website sub-practice signals: asylum, deport, removal, visa. Public website email found on http://www.felipemillan.com/.",http://www.felipemillan.com/,ready_outreach
TX-IMM-02489,Guerra Law Group PLLC,http://www.guerralawgroup.com/,https://guerralawgroup.com/contact,intake@guerralawgroup.com,,+956-618-3000,McAllen,Texas,"Antitrust, Business, Insurance, International, Litigation: Commercial, Litigation: Personal Injury, Immigration, Aviation",Carlos L. Guerra,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,https://www.linkedin.com/company/guerra-law-group-pllc/,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led McAllen immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Guerra Law Group PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Mcallen'. Website CTA signals: free consultation, consultation CTA, schedule consultation. Website sub-practice signals: naturalization, family immigration, visa. Public website email found on http://www.guerralawgroup.com/.",http://www.guerralawgroup.com/,ready_outreach
TX-IMM-02490,Jackson Law Firm,http://www.thejacksonfirm.com/,http://www.thejacksonfirm.com/contact-us,lawfirmjackson@gmail.com,,+512-528-1900,Cedar Park,Texas,"Criminal, Family, Insurance, Wills-Trusts-Probate, Immigration",Justin Michael Jackson,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Cedar Park immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Jackson Law Firm', size '2 to 5', occupation 'Private Law Practice', city 'Cedar Park'. Website CTA signals: consultation CTA. Website sub-practice signals: visa. Public website email found on https://www.thejacksonfirm.com/attorney/justin-m-jackson.",https://www.thejacksonfirm.com/attorney/justin-m-jackson,ready_outreach
TX-IMM-02491,"LAW OFFICE OF J. FRANCISCO TINOCO, P.C.",http://www.sotxlaw.com/,http://www.sotxlaw.com/contact,info@sotxlaw.com,,+956-683-8300,McAllen,Texas,"Business, Criminal, Family, International, Litigation: Commercial, Litigation: Personal Injury, Immigration, Securities Law, Finance",Juan Francisco Tinoco,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led McAllen immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'LAW OFFICE OF J. FRANCISCO TINOCO, P.C.', size '2 to 5', occupation 'Private Law Practice', city 'Mcallen'. Website CTA signals: free consultation, consultation CTA. Website sub-practice signals: naturalization, citizenship, green card, visa. Public website email found on http://www.sotxlaw.com/contact.",http://www.sotxlaw.com/contact,ready_outreach
TX-IMM-02492,Law Office of Francisco J. Balderrama,https://www.lawfjb.com/,https://www.lawfjb.com/,javier@lawfjb.com,user@domain.com,+682-559-1999,Fort Worth,Texas,"Criminal, Immigration, Juvenile",Francisco J. Balderrama,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Fort Worth immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Law Office of Francisco J. Balderrama', size '2 to 5', occupation 'Private Law Practice', city 'Fort Worth'. Website CTA signals: free consultation, consultation CTA, schedule consultation. Public website email found on https://www.lawfjb.com/.",https://www.lawfjb.com/,ready_outreach
TX-IMM-02493,Law Office of Jason Mills,http://immigrationnation.net/,http://immigrationnation.net/,info@immigrationnation.net,,+817-335-0220,Fort Worth,Texas,"Bankruptcy, Immigration, Social Security Law",Jason C. Mills,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Fort Worth immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Immigration and Nationality Law. Texas Bar detail: firm 'Law Office of Jason Mills', size '2 to 5', occupation 'Private Law Practice', city 'Fort Worth'. Website CTA signals: language translation. Website sub-practice signals: deport, removal, visa, waiver. Public website email found on http://immigrationnation.net/.",http://immigrationnation.net/,ready_outreach
TX-IMM-02494,"Lovell Hoffman Law, PLLC d/b/a Make Right Law",http://www.makerightlaw.com/,http://www.makerightlaw.com/contact,joe@makerightlaw.com,help@makerightlaw.com,+806-376-8903,Amarillo,Texas,"Business, Litigation: Personal Injury, Other, Immigration",Joe L. Lovell,Principal Attorney,http://www.linkedin.com/company/lovell-lovell-isern-&-farabough-llc/,https://www.linkedin.com/company/make-right-law,6-10,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Amarillo immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: board certified in Civil Trial Law. Texas Bar detail: firm 'Lovell Hoffman Law, PLLC d/b/a Make Right Law', size '6 to 10', occupation 'Private Law Practice', city 'Amarillo'. Website CTA signals: free consultation, consultation CTA. Public website email found on http://www.makerightlaw.com/lawyers/joe-lovell.",http://www.makerightlaw.com/lawyers/joe-lovell,ready_outreach
TX-IMM-02495,Montanaro Law Firm,http://www.montanarofamilylaw.com/,http://www.montanarofamilylaw.com/,info@montanarofamilylaw.com,,+956-507-0247,Brownsville,Texas,"Criminal, Family, Elder Law, Immigration",Aida Alheli Montanaro,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,https://www.linkedin.com/company/wix-com,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Brownsville immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Montanaro Law Firm', size '2 to 5', occupation 'Private Law Practice', city 'Brownsville'. Website CTA signals: spanish-language positioning, consultation CTA. Public website email found on http://www.montanarofamilylaw.com/.",http://www.montanarofamilylaw.com/,ready_outreach
TX-IMM-02496,"Porter Legal Group, PLLC",http://www.porterlegalgroup.com/,https://www.porterlegalgroup.com/contact,info@porterlegalgroup.com,,+972-400-2177,Richardson,Texas,Immigration,Anna Toniolo Porter,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Richardson immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'Porter Legal Group, PLLC', size '2 to 5', occupation 'Private Law Practice', city 'Richardson'. Website CTA signals: spanish-language positioning, consultation CTA, bilingual positioning. Website sub-practice signals: asylum, deport, removal, citizenship. Public website email found on http://www.porterlegalgroup.com/.",http://www.porterlegalgroup.com/,ready_outreach
TX-IMM-02497,"The Law Office of Olu Asekun, P.C.",http://www.oluasekun.lawyer/,http://www.oluasekun.lawyer/,info@olufairdeal.com,irene@olufairdeal.com,+817-274-1144,Arlington,Texas,"Criminal, Family, Insurance, Real Estate, Immigration, Mediation",Olusegun I. Asekun,Principal Attorney,https://www.linkedin.com/company/state-bar-of-texas,,2-5,yes,bilingual service delivery pressure,3,3,3,3,12,Tier A,Founder-led Arlington immigration firm with bilingual positioning likely bilingual service delivery pressure.,bilingual service delivery pressure,"Texas Bar detail: firm 'The Law Office of Olu Asekun, P.C.', size '2 to 5', occupation 'Private Law Practice', city 'Arlington'. Website CTA signals: language translation. Website sub-practice signals: visa, asylum, deport, removal. Public website email found on http://www.oluasekun.lawyer/. Public email domain differs from firm branding; marked review_needed.",http://www.oluasekun.lawyer/,review_needed
